DIA,MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DETALHAMENTO,VALOR_REEMBOLSADO
24,11,1,Divulgação,21,21,1717/A,Despesa com divulgação da atividade parlamentar,1000.0
24,11,1,Divulgação,21,21,540/A,Despesa com divulgação da atividade parlamentar no jornal eletrônico www.tudorondonia.com,1000.0
25,11,1,Passagens,22,22,BMHRTH,"Companhia Aérea: AZUL, Localizador: BMHRTH. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4897 - BSBCGB - 02/12/2021; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 9176 - CGBJPR - 03/12/2021;",1725.0
29,11,1,Divulgação,22,22,636,Despesa com divulgação da atividade parlamentar,1775.0
29,11,1,Divulgação,22,22,808/A,Despesa com divulgação da atividade parlamentar no site o observador,1000.0
30,11,1,Passagens,22,22,UJKTUN,"Companhia Aérea: LATAM, Localizador: UJKTUN. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3379 - PVHBSB - 07/12/2021;",1355.0
12,12,1,Aluguel,22,22,012/21,Despesa com pagamento de aluguel de imóvel para uso do escritório de apoio do Senador Acir Gurgacz,6000.0
12,12,1,Divulgação,22,22,285/A,Despesa com divulgação da atividade parlamentar no website www.informanahora.com,1500.0
12,12,1,Divulgação,23,23,41,Despesa com divulgação da atividade parlamentar,1100.0
12,12,1,Divulgação,23,23,7,Despesa com divulgação da atividade parlamentar,1000.0
12,12,1,Divulgação,23,23,93,Despesa com produção de texto e edição de vídeos para divulgação da atividade parlamentar,6000.0
12,12,1,"Locomoção, hospedagem e alimentação",23,23,000001072,Despesa com aquisição de combustível para abastecimento de aeronave,2750.0
01,1,2,Aluguel,2179,41,2101906694171,MISSING,247.96
01,1,2,Contratações,1373,41,01276772,MISSING,26.12
01,1,2,Passagens,42,41,ALVLAF,"Companhia Aérea: LATAM, Localizador: ALVLAF. Passageiros: ELAINE DA SILVA GONTIJO (Matrícula 353209, COMISSIONADO), Voo: 3027 - BSB - AJU - 15/01/2021; ELAINE DA SILVA GONTIJO (Matrícula 353209, COMISSIONADO), Voo: 3026 - AJU - BSB - 22/01/2021;",2571.93
01,1,2,Passagens,42,41,BN6CUG,"Companhia Aérea: GOL, Localizador: BN6CUG. Passageiros: ALESSANDRA APARECIDA MONTEIRO (Matrícula 347489, COMISSIONADO), Voo: 9121 - SSA - CGH - 22/01/2021; ALESSANDRA APARECIDA MONTEIRO (Matrícula 347489, COMISSIONADO), Voo: 9043 - AJU - SSA - 22/01/2021;",1890.08
01,1,2,Passagens,42,41,MBT35V,"Companhia Aérea: AZUL, Localizador: MBT35V. Passageiros: ALESSANDRA APARECIDA MONTEIRO (Matrícula 347489, COMISSIONADO), Voo: 4855 - CNF - AJU - 19/01/2021; ALESSANDRA APARECIDA MONTEIRO (Matrícula 347489, COMISSIONADO), Voo: 4202 - CGH - CNF - 19/01/2021;",1916.47
02,1,2,Despesas gerais,42,41,202100000000001,MISSING,600.0
02,1,2,Despesas gerais,42,41,202100000000019,MISSING,200.0
02,1,2,Contratações,42,41,00000006,MISSING,2500.0
03,1,2,Aluguel,40,39,71943790582,MISSING,3300.0
13,1,2,Aluguel,2183,529,031.280.321,MISSING,293.8
15,1,2,Aluguel,40,39,853,MISSING,500.0
18,1,2,Contratações,42,41,20210000000010,MISSING,6000.0
25,1,2,"Locomoção, hospedagem e alimentação",35,34,202100000000003,MISSING,775.0
25,1,2,"Locomoção, hospedagem e alimentação",35,34,202100000000001,MISSING,775.0
28,1,2,"Locomoção, hospedagem e alimentação",42,41,728,Locação de veículo no período de 25/01/2021 a 28/01/2021,360.0
28,1,2,"Locomoção, hospedagem e alimentação",42,41,000006114,MISSING,1570.36
28,1,2,Passagens,42,41,ICLBTS,"Companhia Aérea: LATAM, Localizador: ICLBTS. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3026 - AJU - BSB - 31/01/2021;",3223.4
29,1,2,"Locomoção, hospedagem e alimentação",42,41,000006115,MISSING,174.86
02,2,2,Aluguel,40,39,884,MISSING,500.0
02,2,2,Aluguel,2179,41,2102906690882,MISSING,252.15
02,2,2,Aluguel,2183,529,032.139.262,MISSING,348.53
02,2,2,Aluguel,2183,36,36688280-50,IPTU,1125.54
02,2,2,Contratações,1373,41,01389414,MISSING,23.6
02,2,2,"Locomoção, hospedagem e alimentação",42,41,729,MISSING,120.0
02,2,2,"Locomoção, hospedagem e alimentação",42,41,731,MISSING,240.0
02,2,2,"Locomoção, hospedagem e alimentação",42,41,735,MISSING,120.0
02,2,2,"Locomoção, hospedagem e alimentação",42,41,734,MISSING,120.0
02,2,2,Passagens,42,41,HFJSLN,"Companhia Aérea: LATAM, Localizador: HFJSLN. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3026 - AJU - BSB - 08/02/2021;",3216.09
02,2,2,Passagens,42,41,HE3YWC,"Companhia Aérea: AZUL, Localizador: HE3YWC. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 10/02/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 10/02/2021;",4116.09
03,2,2,Aluguel,40,39,1260,MISSING,3300.0
03,2,2,Despesas gerais,42,41,2,MISSING,600.0
03,2,2,Contratações,42,41,202100000000011,MISSING,2500.0
04,2,2,Contratações,42,41,202100000000061,-,6000.0
18,2,2,Despesas gerais,42,41,00000026,MISSING,200.0
19,2,2,Passagens,42,41,LNXEJH,"Companhia Aérea: LATAM, Localizador: LNXEJH. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3026 - AJU - BSB - 22/02/2021;",2666.43
23,2,2,Passagens,42,41,JHQLFI,"Companhia Aérea: GOL, Localizador: JHQLFI. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 1808 - BSB - AJU - 26/02/2021;",2793.62
25,2,2,"Locomoção, hospedagem e alimentação",42,41,742,MISSING,120.0
27,2,2,Passagens,42,41,TTHD5R,"Companhia Aérea: GOL, Localizador: TTHD5R. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 1808 - BSB - AJU - 04/02/2021;",3483.05
03,3,2,Aluguel,40,39,916,MISSING,500.0
03,3,2,Aluguel,2179,41,0001278455,MISSING,251.26
03,3,2,Aluguel,2183,529,033020628,MISSING,330.75
03,3,2,Contratações,1373,41,01502772,MISSING,26.56
03,3,2,"Locomoção, hospedagem e alimentação",42,41,000006176,MISSING,806.02
04,3,2,Aluguel,40,39,1308,MISSING,3300.0
04,3,2,Despesas gerais,42,41,202100000000003,MISSING,600.0
04,3,2,Contratações,42,41,00000060,MISSING,8540.0
04,3,2,Contratações,42,41,00000016,MISSING,2500.0
17,3,2,Passagens,42,41,SSKNSN,"Companhia Aérea: LATAM, Localizador: SSKNSN. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3330 - GRU - AJU - 19/03/2021;",1865.17
26,3,2,Despesas gerais,42,41,202100000000042,MISSING,200.0
04,4,2,Aluguel,40,39,945,MISSING,500.0
04,4,2,Aluguel,2179,41,2104906686364,MISSING,249.97
04,4,2,Contratações,41,40,00146452,MISSING,103.1
04,4,2,Contratações,1373,41,01622453,MISSING,137.67
13,4,2,Aluguel,2183,529,033.981.705,MISSING,91.99
22,4,2,Contratações,42,41,202100000000070,MISSING,8540.0
23,4,2,Passagens,42,41,MFUMOW,"Companhia Aérea: LATAM, Localizador: MFUMOW. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 26/04/2021;",2221.91
23,4,2,Passagens,42,41,SKQLKN,"Companhia Aérea: AZUL, Localizador: SKQLKN. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4436 - REC - AJU - 28/04/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4431 - BSB - REC - 28/04/2021;",2275.86
26,4,2,Contratações,42,41,202100000000018,MISSING,2500.0
27,4,2,Aluguel,40,39,1356,MISSING,3300.0
27,4,2,Despesas gerais,42,41,202100000000005,MISSING,600.0
05,5,2,Aluguel,2179,41,2105906684249,MISSING,236.21
05,5,2,Despesas gerais,42,41,00000053,MISSING,200.0
05,5,2,Contratações,41,40,00196431,MISSING,110.98
05,5,2,Contratações,1373,41,01657319,MISSING,167.45
05,5,2,Passagens,42,41,GVATBV,"Companhia Aérea: LATAM, Localizador: GVATBV. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 10/05/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 14/05/2021;",5072.98
13,5,2,Aluguel,2183,529,034.954.324,MISSING,146.64
17,5,2,Passagens,42,41,SILQKL,"Companhia Aérea: LATAM, Localizador: SILQKL. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 17/05/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 21/05/2021;",4223.8
18,5,2,Passagens,42,41,RRIGAV,"Companhia Aérea: LATAM, Localizador: RRIGAV. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 24/05/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 28/05/2021;",4090.15
20,5,2,Despesas gerais,42,41,202100000000006,MISSING,600.0
20,5,2,Contratações,42,41,202100000000087,MISSING,8540.0
25,5,2,Despesas gerais,42,41,202100000000055,MISSING,200.0
27,5,2,Aluguel,40,39,974,MISSING,500.0
28,5,2,Contratações,42,41,202100000000023,MISSING,2500.0
29,5,2,"Locomoção, hospedagem e alimentação",42,41,501836,MISSING,143.18
29,5,2,Passagens,42,41,HHHWRD,"Companhia Aérea: LATAM, Localizador: HHHWRD. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 03/05/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 07/05/2021;",5484.82
29,5,2,Passagens,42,41,ZLHADE,"Companhia Aérea: LATAM, Localizador: ZLHADE. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 31/05/2021;",2027.67
30,5,2,Aluguel,40,39,1404,MISSING,3300.0
06,6,2,Aluguel,2179,41,2106906682890,MISSING,234.97
06,6,2,Contratações,41,40,00256913,MISSING,131.48
06,6,2,Contratações,1373,41,01876417,MISSING,193.68
06,6,2,Passagens,42,41,TCWLVV,"Companhia Aérea: LATAM, Localizador: TCWLVV. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 14/06/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 18/06/2021;",3486.96
07,6,2,Aluguel,40,39,1493,MISSING,3300.0
07,6,2,"Locomoção, hospedagem e alimentação",42,41,776,MISSING,60.0
14,6,2,Aluguel,2183,529,035.950.170,MISSING,200.95
14,6,2,Passagens,42,41,GOPVQO,"Companhia Aérea: LATAM, Localizador: GOPVQO. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 21/06/2021;",2107.42
19,6,2,Passagens,42,41,HRJFKX,"Companhia Aérea: GOL, Localizador: HRJFKX. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 2015 - AJU - GIG - 25/06/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 2021 - GIG - AJU - 27/06/2021;",1990.05
21,6,2,Divulgação,42,41,202100000000107,MISSING,8540.0
22,6,2,Contratações,42,41,202100000000026,MISSING,2500.0
22,6,2,Passagens,42,41,EE5TXC,"Companhia Aérea: AZUL, Localizador: EE5TXC. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 23/06/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 23/06/2021;",1912.58
23,6,2,Despesas gerais,42,41,202100000000007,MISSING,600.0
23,6,2,Despesas gerais,42,41,202100000000065,MISSING,200.0
23,6,2,Passagens,42,41,WXYSQW,"Companhia Aérea: LATAM, Localizador: WXYSQW. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 28/06/2021;",1256.62
27,6,2,Passagens,42,41,ZNGEOR,"Companhia Aérea: LATAM, Localizador: ZNGEOR. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 07/06/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 11/06/2021;",3822.82
29,6,2,Passagens,42,41,ZLHADE,"Companhia Aérea: LATAM, Localizador: ZLHADE. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 03/06/2021;",2027.67
30,6,2,Aluguel,40,39,1004,MISSING,500.0
07,7,2,Aluguel,40,39,1035,MISSING,500.0
07,7,2,Aluguel,2179,41,0001466266,MISSING,234.95
07,7,2,Contratações,41,40,00301644,MISSING,134.0
07,7,2,Contratações,1373,41,02003737,MISSING,184.59
07,7,2,"Locomoção, hospedagem e alimentação",42,41,776,MISSING,60.0
07,7,2,"Locomoção, hospedagem e alimentação",42,41,513205,MISSING,99.85
07,7,2,Passagens,42,41,BI54FD,"Companhia Aérea: AZUL, Localizador: BI54FD. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 08/07/2021;",1275.08
07,7,2,Passagens,42,41,BI54FD,"Companhia Aérea: AZUL, Localizador: BI54FD. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 08/07/2021;",1275.08
07,7,2,Passagens,42,41,SQCBGU,"Companhia Aérea: LATAM, Localizador: SQCBGU. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - BSB - AJU - 12/07/2021;",2777.43
07,7,2,Passagens,42,41,KGVCZA,"Companhia Aérea: LATAM, Localizador: KGVCZA. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 15/07/2021;",2790.15
08,7,2,Aluguel,40,39,1568,MISSING,3300.0
08,7,2,"Locomoção, hospedagem e alimentação",39,38,000004,MISSING,120.0
08,7,2,"Locomoção, hospedagem e alimentação",39,38,000005,MISSING,240.0
13,7,2,Despesas gerais,42,41,8,MISSING,600.0
13,7,2,Contratações,42,41,129,MISSING,8540.0
14,7,2,Despesas gerais,42,41,73,MISSING,200.0
14,7,2,Contratações,42,41,30,MISSING,2500.0
15,7,2,Aluguel,2183,529,036.809.165,MISSING,238.03
23,7,2,Passagens,42,41,WXYSQW,"Companhia Aérea: LATAM, Localizador: WXYSQW. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 02/07/2021;",1256.62
30,7,2,Passagens,42,41,IUMMGG,"Companhia Aérea: LATAM, Localizador: IUMMGG. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 05/07/2021;",2644.8
08,8,2,Aluguel,2179,41,0000036020,MISSING,234.95
08,8,2,Despesas gerais,42,41,202100000000086,MISSING,200.0
08,8,2,Contratações,41,40,00326074,MISSING,111.98
08,8,2,Contratações,42,41,202100000000149,MISSING,9040.0
08,8,2,Contratações,1373,41,02137054,MISSING,223.17
08,8,2,Contratações,42,41,202100000000032,MISSING,2500.0
08,8,2,Passagens,42,41,CQFBBN,"Companhia Aérea: LATAM, Localizador: CQFBBN. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 09/08/2021;",2240.91
08,8,2,Passagens,42,41,LKPTTN,"Companhia Aérea: AZUL, Localizador: LKPTTN. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 12/08/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 12/08/2021;",1971.98
08,8,2,Passagens,42,41,ZNVGDG,"Companhia Aérea: LATAM, Localizador: ZNVGDG. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 16/08/2021;",2388.53
09,8,2,Contratações,41,40,00420890,MISSING,124.9
13,8,2,Despesas gerais,42,41,9,MISSING,600.0
16,8,2,Aluguel,2183,529,037.704.432,MISSING,296.51
16,8,2,Passagens,42,41,NIUM3Q,"Companhia Aérea: AZUL, Localizador: NIUM3Q. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 19/08/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 19/08/2021;",2230.15
20,8,2,Passagens,42,41,DVMRSB,"Companhia Aérea: LATAM, Localizador: DVMRSB. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 23/08/2021;",2137.53
21,8,2,"Locomoção, hospedagem e alimentação",42,41,811,MISSING,100.0
24,8,2,Passagens,42,41,UMK9HM,"Companhia Aérea: GOL, Localizador: UMK9HM. Passageiros: CAIO CHAVES MORAU (Matrícula 351638, COMISSIONADO), Voo: 1019 - SDU - CGH - 02/08/2021;",1697.06
24,8,2,Passagens,42,41,JLFS5H,"Companhia Aérea: AZUL, Localizador: JLFS5H. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4251 - REC - CGH - 02/08/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 2767 - AJU - REC - 02/08/2021;",1905.0
24,8,2,Passagens,42,41,RBYJAG,"Companhia Aérea: LATAM, Localizador: RBYJAG. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 26/08/2021;",2576.95
26,8,2,Passagens,42,41,HPJYUQ,"Companhia Aérea: GOL, Localizador: HPJYUQ. Passageiros: CAIO CHAVES MORAU (Matrícula 351638, COMISSIONADO), Voo: 1456 - CGH - BSB - 02/08/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 1456 - CGH - BSB - 02/08/2021;",2741.0
26,8,2,Passagens,42,41,VMNCFD,"Companhia Aérea: LATAM, Localizador: VMNCFD. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 30/08/2021;",2498.6
27,8,2,Aluguel,40,39,1622,MISSING,3300.0
28,8,2,Passagens,42,41,YHWRWZ,"Companhia Aérea: AZUL, Localizador: YHWRWZ. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 05/08/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 05/08/2021;",1553.47
29,8,2,Aluguel,40,39,1065,MISSING,500.0
31,8,2,"Locomoção, hospedagem e alimentação",42,41,814,MISSING,1646.0
31,8,2,"Locomoção, hospedagem e alimentação",42,41,000006397,MISSING,1331.21
09,9,2,Aluguel,2179,41,000594481,MISSING,80.69
09,9,2,Contratações,1373,41,02245198,MISSING,190.56
09,9,2,Passagens,42,41,BJLCHN,"Companhia Aérea: AZUL, Localizador: BJLCHN. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 02/09/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4397 - BSB - VCP - 02/09/2021;",2107.67
09,9,2,Passagens,42,41,ETFBRR,"Companhia Aérea: LATAM, Localizador: ETFBRR. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 13/09/2021;",2911.56
10,9,2,Aluguel,40,39,1671,MISSING,3300.0
15,9,2,Aluguel,2183,529,038603631,MISSING,412.09
15,9,2,Passagens,42,41,UW7I9R,"Companhia Aérea: AZUL, Localizador: UW7I9R. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 16/09/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 16/09/2021;",2525.39
16,9,2,Despesas gerais,42,41,202100000000010,MISSING,600.0
16,9,2,Contratações,42,41,00000057,MISSING,6400.0
17,9,2,Passagens,42,41,UVXGPJ,"Companhia Aérea: LATAM, Localizador: UVXGPJ. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 20/09/2021;",2590.34
20,9,2,Contratações,42,41,202100000000173,MISSING,9040.0
20,9,2,"Locomoção, hospedagem e alimentação",42,41,815,MISSING,200.0
22,9,2,Passagens,42,41,KKCRVA,"Companhia Aérea: AZUL, Localizador: KKCRVA. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 23/09/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 23/09/2021;",2483.32
23,9,2,Despesas gerais,42,41,202100000000114,MISSING,200.0
23,9,2,Contratações,42,41,38,MISSING,2500.0
23,9,2,"Locomoção, hospedagem e alimentação",42,41,816,MISSING,1900.0
23,9,2,Passagens,42,41,SERLJC,"Companhia Aérea: LATAM, Localizador: SERLJC. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3355 - AJU - BSB - 27/09/2021;",2911.48
27,9,2,Aluguel,40,39,1096,MISSING,500.0
28,9,2,"Locomoção, hospedagem e alimentação",42,41,000006434,MISSING,626.47
28,9,2,Passagens,42,41,EHMJIX,"Companhia Aérea: LATAM, Localizador: EHMJIX. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 30/09/2021;",2553.95
10,10,2,Aluguel,40,39,1159,MISSING,500.0
10,10,2,Aluguel,2179,41,2110905709690,MISSING,156.61
10,10,2,Aluguel,1726,40,0035900041,MISSING,45.9
10,10,2,Contratações,41,40,00439499,MISSING,139.07
10,10,2,Contratações,1373,41,02326907,MISSING,197.73
10,10,2,Passagens,42,41,DN6FKE,"Companhia Aérea: AZUL, Localizador: DN6FKE. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 07/10/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4055 - BSB - VCP - 07/10/2021;",3334.22
11,10,2,Contratações,41,40,00527861,MISSING,132.73
13,10,2,Passagens,42,41,UYHSSM,"Companhia Aérea: LATAM, Localizador: UYHSSM. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3674 - AJU - GRU - 18/10/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3420 - CGH - BSB - 19/10/2021; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3380 - BSB - AJU - 22/10/2021;",5236.56
15,10,2,Aluguel,2183,529,039.588.573,MISSING,491.41
